service_id,route_id,count
AOUT20DIM,AOUT2012E,16
AOUT20DIM,AOUT2012O,16
AOUT20DIM,AOUT20144E,26
AOUT20DIM,AOUT20144O,27
AOUT20DIM,AOUT20151N,28
AOUT20DIM,AOUT20151S,27
AOUT20DIM,AOUT2017N,23
AOUT20DIM,AOUT2017S,21
AOUT20DIM,AOUT2020E,17
AOUT20DIM,AOUT2020O,16
AOUT20DIM,AOUT20222E,7
AOUT20DIM,AOUT20222O,6
AOUT20DIM,AOUT2022E,15
AOUT20DIM,AOUT2022O,14
AOUT20DIM,AOUT2024E,28
AOUT20DIM,AOUT2024O,28
AOUT20DIM,AOUT2026E,47
AOUT20DIM,AOUT2026O,51
AOUT20DIM,AOUT2027N,18
AOUT20DIM,AOUT2027S,18
AOUT20DIM,AOUT20313N,1
AOUT20DIM,AOUT20313S,1
AOUT20DIM,AOUT2031N,18
AOUT20DIM,AOUT2031S,20
AOUT20DIM,AOUT2033N,12
AOUT20DIM,AOUT2033S,11
AOUT20DIM,AOUT20360N,25
AOUT20DIM,AOUT2037N,13
AOUT20DIM,AOUT2037S,13
AOUT20DIM,AOUT2039N,26
AOUT20DIM,AOUT2039S,24
AOUT20DIM,AOUT2040E,26
AOUT20DIM,AOUT2040O,26
AOUT20DIM,AOUT2042E,50
AOUT20DIM,AOUT2042O,50
AOUT20DIM,AOUT2043N,20
AOUT20DIM,AOUT2043S,20
AOUT20DIM,AOUT2045N,18
AOUT20DIM,AOUT2045S,18
AOUT20DIM,AOUT2046N,30
AOUT20DIM,AOUT2046S,29
AOUT20DIM,AOUT2048E,20
AOUT20DIM,AOUT2048O,19
AOUT20DIM,AOUT2050E,25
AOUT20DIM,AOUT2050O,25
AOUT20DIM,AOUT2052E,19
AOUT20DIM,AOUT2052O,18
AOUT20DIM,AOUT2055N,17
AOUT20DIM,AOUT2055S,18
AOUT20DIM,AOUT2056E,27
AOUT20DIM,AOUT2056O,27
AOUT20DIM,AOUT2058E,18
AOUT20DIM,AOUT2058O,17
AOUT20DIM,AOUT2060E,17
AOUT20DIM,AOUT2060O,19
AOUT20DIM,AOUT2061N,19
AOUT20DIM,AOUT2061S,18
AOUT20DIM,AOUT2063N,19
AOUT20DIM,AOUT2063S,17
AOUT20DIM,AOUT2065N,19
AOUT20DIM,AOUT2065S,17
AOUT20DIM,AOUT2066E,27
AOUT20DIM,AOUT2066O,26
AOUT20DIM,AOUT2070E,26
AOUT20DIM,AOUT2070O,28
AOUT20DIM,AOUT2073N,19
AOUT20DIM,AOUT2073S,21
AOUT20DIM,AOUT2074E,17
AOUT20DIM,AOUT2074O,18
AOUT20DIM,AOUT2076E,31
AOUT20DIM,AOUT2076O,29
AOUT20DIM,AOUT20903N,17
AOUT20DIM,AOUT20903S,15
AOUT20SAM,AOUT2012E,17
AOUT20SAM,AOUT2012O,17
AOUT20SAM,AOUT20144E,28
AOUT20SAM,AOUT20144O,28
AOUT20SAM,AOUT20151N,29
AOUT20SAM,AOUT20151S,27
AOUT20SAM,AOUT2017N,24
AOUT20SAM,AOUT2017S,21
AOUT20SAM,AOUT2020E,18
AOUT20SAM,AOUT2020O,18
AOUT20SAM,AOUT20222E,8
AOUT20SAM,AOUT20222O,7
AOUT20SAM,AOUT2022E,17
AOUT20SAM,AOUT2022O,16
AOUT20SAM,AOUT2024E,30
AOUT20SAM,AOUT2024O,30
