route_id,service_id,trip_id,block_id,shape_id,trip_headsign
JANV1712E,JANV17DIM,JANV1712E2D1110190505,D11,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D11220190525,D112,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D11322190529,D113,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D12716190517,D127,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D13617190519,D136,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D13821190527,D138,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D14523190531,D145,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D2008190501,D20,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D3412190509,D34,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D5815190515,D58,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D6009190503,D60,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D711190507,D7,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D7218190521,D72,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D8114190513,D81,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D8513190511,D85,JANV1712E,
JANV1712E,JANV17DIM,JANV1712E2D9319190523,D93,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L1010340011,L10,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L10614330021,L106,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L1306540003,L13,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L13117140029,L131,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L14715510025,L147,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L22915130023,L229,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L23219230035,L232,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L26017500031,L260,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L27222390041,L272,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L27418360033,L274,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L29321390039,L293,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L29323340043,L293,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L30220480037,L302,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L30516340027,L305,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L4107450005,L41,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L411280013,L4,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L4206170001,L42,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L4309230009,L43,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L5513010017,L55,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L7712130015,L77,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L908310007,L9,JANV1712E,
JANV1712E,JANV17SEM,JANV1712E2L9513510019,L95,JANV1712E,
JANV1712E,JANV17SAM,JANV1712E2S11021190329,S110,JANV1712E,
JANV1712E,JANV17SAM,JANV1712E2S1209190305,S12,JANV1712E,
JANV1712E,JANV17SAM,JANV1712E2S12623190333,S126,JANV1712E,
JANV1712E,JANV17SAM,JANV1712E2S13622190331,S136,JANV1712E,
