stop_id,stop_code,stop_name,stop_lon,stop_lat,location_type,stop_display,stop_abribus
JANV17CP40002,40002,Terminus Henri-Bourassa [40002] ,-73.6672,45.555819,0,0,0
MARS17CP40002,40002,Terminus Henri-Bourassa [40002] ,-73.6672,45.555819,0,0,0
JANV17CP40031,40031,Terminus Henri-Bourassa [40031] ,-73.66993,45.555747,0,0,0
MARS17CP40031,40031,Terminus Henri-Bourassa [40031] ,-73.66993,45.555747,0,0,0
JANV17CP40052,40052,Terminus Henri-Bourassa [40052] ,-73.66993,45.555747,0,0,0
MARS17CP40052,40052,Terminus Henri-Bourassa [40052] ,-73.66993,45.555747,0,0,0
JANV17CP40055,40055,Terminus Henri-Bourassa [40055] ,-73.66993,45.555747,0,0,0
MARS17CP40055,40055,Terminus Henri-Bourassa [40055] ,-73.66993,45.555747,0,0,0
JANV17CP40102,40102,Terminus Henri-Bourassa [40102] ,-73.66728,45.556091,0,0,0
MARS17CP40102,40102,Terminus Henri-Bourassa [40102] ,-73.66728,45.556091,0,0,0
JANV17CP40131,40131,Terminus Henri-Bourassa [40131] ,-73.66993,45.555747,0,0,0
MARS17CP40131,40131,Terminus Henri-Bourassa [40131] ,-73.66993,45.555747,0,0,0
JANV17CP40144,40144,Métro Côte-Vertu Quai:20 [40144] ,-73.6827,45.513237,0,0,0
MARS17CP40144,40144,Métro Côte-Vertu Quai:20 [40144] ,-73.6827,45.513237,0,0,0
JANV17CP40151,40151,Métro Côte-Vertu Quai:19 [40151] ,-73.68251,45.513372,0,0,0
MARS17CP40151,40151,Métro Côte-Vertu Quai:19 [40151] ,-73.68251,45.513372,0,0,0
JANV17CP40152,40152,Terminus Henri-Bourassa [40152] ,-73.66993,45.555747,0,0,0
MARS17CP40152,40152,Terminus Henri-Bourassa [40152] ,-73.66993,45.555747,0,0,0
JANV17CP40155,40155,Terminus Henri-Bourassa [40155] ,-73.66993,45.555747,0,0,0
MARS17CP40155,40155,Terminus Henri-Bourassa [40155] ,-73.66993,45.555747,0,0,0
JANV17CP40244,40244,Métro Côte-Vertu [40244] ,-73.68268,45.513243,0,0,0
MARS17CP40244,40244,Métro Côte-Vertu [40244] ,-73.68268,45.513243,0,0,0
JANV17CP40251,40251,Métro Côte-Vertu [40251] ,-73.68251,45.513368,0,0,0
MARS17CP40251,40251,Métro Côte-Vertu [40251] ,-73.68251,45.513368,0,0,0
JANV17CP40252,40252,Terminus Henri-Bourassa [40252] ,-73.66993,45.555747,0,0,0
MARS17CP40252,40252,Terminus Henri-Bourassa [40252] ,-73.66993,45.555747,0,0,0
JANV17CP40253,40253,Terminus Henri-Bourassa [40253] ,-73.66993,45.555747,0,0,0
MARS17CP40253,40253,Terminus Henri-Bourassa [40253] ,-73.66993,45.555747,0,0,0
JANV17CP40802,40802,Métro Côte-Vertu [40802] ,-73.68225,45.513605,0,0,0
MARS17CP40802,40802,Métro Côte-Vertu [40802] ,-73.68225,45.513605,0,0,0
JANV17CP40902,40902,Métro Côte-Vertu Quai:18 [40902] ,-73.68225,45.513607,0,0,0
MARS17CP40902,40902,Métro Côte-Vertu Quai:18 [40902] ,-73.68225,45.513607,0,0,0
JANV17CP40925,40925,Métro Radisson Quai:6 [40925] ,-73.54003,45.589823,0,0,0
MARS17CP40925,40925,Métro Radisson Quai:6 [40925] ,-73.54003,45.589823,0,0,0
JANV17CP40935,40935,Métro Radisson / Radisson [40935] ,-73.53935,45.589521,0,0,0
MARS17CP40935,40935,Métro Radisson / Radisson [40935] ,-73.53935,45.589521,0,0,0
JANV17CP41004,41004,De Langeais / De Gascogne [41004] ,-73.71004,45.576809,0,0,0
MARS17CP41004,41004,De Langeais / De Gascogne [41004] ,-73.71004,45.576809,0,0,0
JANV1741005,41005,Ampère / De Noirmoutier [41005] ,-73.70666,45.559538,0,0,0
MARS1741005,41005,Ampère / De Noirmoutier [41005] ,-73.70666,45.559538,0,0,0
JANV17CP41006,41006,Ampère / De Clairvaux [41006] ,-73.70785,45.561048,0,0,0
MARS17CP41006,41006,Ampère / De Clairvaux [41006] ,-73.70785,45.561048,0,0,0
JANV1741008,41008,Ampère / De Noirmoutier [41008] ,-73.70632,45.559476,0,0,0
MARS1741008,41008,Ampère / De Noirmoutier [41008] ,-73.70632,45.559476,0,0,0
JANV1741020,41020,Alton-Goldbloom / Dale [41020] ,-73.73823,45.546618,0,0,0
MARS1741020,41020,Alton-Goldbloom / Dale [41020] ,-73.73823,45.546618,0,0,0
JANV17CP41022,41022,Alton-Goldbloom / Face à L'hôpital [41022] ,-73.73698,45.54842,0,0,1
MARS17CP41022,41022,Alton-Goldbloom / Face à L'hôpital [41022] ,-73.73698,45.54842,0,0,1
JANV1741028,41028,De L'avenir / Souvenir [41028] ,-73.72204,45.561381,0,0,1
MARS1741028,41028,De L'avenir / Souvenir [41028] ,-73.72204,45.561381,0,0,1
JANV1741029,41029,4e Avenue / 5e Avenue [41029] ,-73.77054,45.642648,0,0,0
MARS1741029,41029,4e Avenue / 5e Avenue [41029] ,-73.77054,45.642648,0,0,0
JANV1741030,41030,5e Avenue / 12e Avenue [41030] ,-73.77029,45.640354,0,0,0
MARS1741030,41030,5e Avenue / 12e Avenue [41030] ,-73.77029,45.640354,0,0,0
JANV1741031,41031,5e Avenue / 8e Avenue [41031] ,-73.77055,45.641352,0,0,0
MARS1741031,41031,5e Avenue / 8e Avenue [41031] ,-73.77055,45.641352,0,0,0
JANV1741032,41032,4e Avenue / 7e Avenue [41032] ,-73.76979,45.642739,0,0,0
MARS1741032,41032,4e Avenue / 7e Avenue [41032] ,-73.76979,45.642739,0,0,0
JANV1741033,41033,12e Avenue / Parc-Des-érables [41033] ,-73.76944,45.640194,0,0,0
MARS1741033,41033,12e Avenue / Parc-Des-érables [41033] ,-73.76944,45.640194,0,0,0
JANV1741039,41039,12e Avenue / 19e Rue [41039] ,-73.70308,45.566833,0,0,0
MARS1741039,41039,12e Avenue / 19e Rue [41039] ,-73.70308,45.566833,0,0,0
JANV1741040,41040,12e Avenue / 19e Rue [41040] ,-73.70341,45.566859,0,0,0
MARS1741040,41040,12e Avenue / 19e Rue [41040] ,-73.70341,45.566859,0,0,0
JANV1741041,41041,12e Avenue / Du Souvenir [41041] ,-73.7056,45.569186,0,0,0
MARS1741041,41041,12e Avenue / Du Souvenir [41041] ,-73.7056,45.569186,0,0,0
JANV1741042,41042,12e Avenue / De Côte D'azur [41042] ,-73.70549,45.568691,0,0,0
MARS1741042,41042,12e Avenue / De Côte D'azur [41042] ,-73.70549,45.568691,0,0,0
JANV1741043,41043,12e Avenue / De Bourges [41043] ,-73.70206,45.565656,0,0,0
MARS1741043,41043,12e Avenue / De Bourges [41043] ,-73.70206,45.565656,0,0,0
JANV1741045,41045,Cousteau / Sainte-Rose [41045] ,-73.84204,45.567653,0,0,0
MARS1741045,41045,Cousteau / Sainte-Rose [41045] ,-73.84204,45.567653,0,0,0
JANV1741046,41046,35e Avenue / Séguin [41046] ,-73.84449,45.570183,0,0,0
MARS1741046,41046,35e Avenue / Séguin [41046] ,-73.84449,45.570183,0,0,0
JANV1741047,41047,43e Avenue / Séguin [41047] ,-73.83831,45.573189,0,0,0
MARS1741047,41047,43e Avenue / Séguin [41047] ,-73.83831,45.573189,0,0,0
JANV1741048,41048,43e Avenue / Face Au 987 [41048] ,-73.83665,45.571503,0,0,0
MARS1741048,41048,43e Avenue / Face Au 987 [41048] ,-73.83665,45.571503,0,0,0
JANV1741049,41049,43e Avenue / Face 990 [41049] ,-73.83671,45.571385,0,0,0
MARS1741049,41049,43e Avenue / Face 990 [41049] ,-73.83671,45.571385,0,0,0
JANV1741050,41050,43e Avenue / Ste-Rose [41050] ,-73.83479,45.569402,0,0,0
MARS1741050,41050,43e Avenue / Ste-Rose [41050] ,-73.83479,45.569402,0,0,0
JANV17CP41056,41056,100e Avenue / Samson [41056] ,-73.75966,45.528574,0,0,1
MARS17CP41056,41056,100e Avenue / Samson [41056] ,-73.75966,45.528574,0,0,1
JANV1741057,41057,100e Avenue / Notre-Dame [41057] ,-73.765,45.535968,0,0,0
MARS1741057,41057,100e Avenue / Notre-Dame [41057] ,-73.765,45.535968,0,0,0
JANV17CP41058,41058,100e Avenue / Samson [41058] ,-73.75979,45.5285,0,0,1
MARS17CP41058,41058,100e Avenue / Samson [41058] ,-73.75979,45.5285,0,0,1
JANV1741059,41059,100e Avenue / 4e Rue [41059] ,-73.76127,45.530181,0,0,0
MARS1741059,41059,100e Avenue / 4e Rue [41059] ,-73.76127,45.530181,0,0,0
JANV1741060,41060,100e Avenue / 4e Rue [41060] ,-73.76155,45.530253,0,0,0
MARS1741060,41060,100e Avenue / 4e Rue [41060] ,-73.76155,45.530253,0,0,0
JANV1741061,41061,100e Avenue / 9e Rue [41061] ,-73.76278,45.53169,0,0,0
MARS1741061,41061,100e Avenue / 9e Rue [41061] ,-73.76278,45.53169,0,0,0
JANV1741062,41062,100e Avenue / 9e Rue [41062] ,-73.76321,45.531914,0,0,0
MARS1741062,41062,100e Avenue / 9e Rue [41062] ,-73.76321,45.531914,0,0,0
JANV1741063,41063,100e Avenue / Montcalm [41063] ,-73.76421,45.534359,0,0,0
MARS1741063,41063,100e Avenue / Montcalm [41063] ,-73.76421,45.534359,0,0,0
JANV1741064,41064,100e Avenue / Montcalm [41064] ,-73.7644,45.534493,0,0,0
MARS1741064,41064,100e Avenue / Montcalm [41064] ,-73.7644,45.534493,0,0,0
JANV1741067,41067,De Belgrade / Cyrille-Delage [41067] ,-73.74197,45.614394,0,0,0
MARS1741067,41067,De Belgrade / Cyrille-Delage [41067] ,-73.74197,45.614394,0,0,0
JANV17CP41068,41068,Terminus Bienville [41068] ,-73.75014,45.657847,0,0,1
MARS17CP41068,41068,Terminus Bienville [41068] ,-73.75014,45.657847,0,0,1
JANV1741070,41070,Des Laurentides / Des Mille-îles [41070] ,-73.74825,45.651085,0,0,0
MARS1741070,41070,Des Laurentides / Des Mille-îles [41070] ,-73.74825,45.651085,0,0,0
JANV17CP41071,41071,De Belgrade / Des Laurentides [41071] ,-73.73996,45.615586,0,0,0
MARS17CP41071,41071,De Belgrade / Des Laurentides [41071] ,-73.73996,45.615586,0,0,0
JANV1741072,41072,De Belgrade / De Gruyères [41072] ,-73.73785,45.616832,0,0,0
MARS1741072,41072,De Belgrade / De Gruyères [41072] ,-73.73785,45.616832,0,0,0
JANV1741073,41073,De Belgrade / Prudentiel [41073] ,-73.7357,45.617683,0,0,0
MARS1741073,41073,De Belgrade / Prudentiel [41073] ,-73.7357,45.617683,0,0,0
JANV1741074,41074,De Belgrade / De Gruyères [41074] ,-73.73791,45.616607,0,0,0
MARS1741074,41074,De Belgrade / De Gruyères [41074] ,-73.73791,45.616607,0,0,0
JANV1741076,41076,De Belgrade / Olivier-Chauveau [41076] ,-73.74823,45.612203,0,0,0
MARS1741076,41076,De Belgrade / Olivier-Chauveau [41076] ,-73.74823,45.612203,0,0,0
JANV1741077,41077,De Belgrade / Olivier-Chauveau [41077] ,-73.74784,45.612204,0,0,0
MARS1741077,41077,De Belgrade / Olivier-Chauveau [41077] ,-73.74784,45.612204,0,0,0
JANV1741078,41078,De Belgrade / Rio [41078] ,-73.74626,45.612945,0,0,0
MARS1741078,41078,De Belgrade / Rio [41078] ,-73.74626,45.612945,0,0,0
JANV1741080,41080,Bellehumeur / Des Laurentides [41080] ,-73.75447,45.645213,0,0,0
MARS1741080,41080,Bellehumeur / Des Laurentides [41080] ,-73.75447,45.645213,0,0,0
JANV1741081,41081,Bellehumeur / Face Au 7340 [41081] ,-73.75515,45.647389,0,0,0
MARS1741081,41081,Bellehumeur / Face Au 7340 [41081] ,-73.75515,45.647389,0,0,0
JANV1741082,41082,Bellehumeur / Face Au 7365 [41082] ,-73.75527,45.647434,0,0,0
MARS1741082,41082,Bellehumeur / Face Au 7365 [41082] ,-73.75527,45.647434,0,0,0
JANV1741083,41083,Bellehumeur / Brochu [41083] ,-73.75581,45.649574,0,0,0
MARS1741083,41083,Bellehumeur / Brochu [41083] ,-73.75581,45.649574,0,0,0
JANV1741084,41084,Bellerose / René-Laennec [41084] ,-73.72423,45.619218,0,0,1
MARS1741084,41084,Bellerose / René-Laennec [41084] ,-73.72423,45.619218,0,0,1
JANV1741085,41085,Bellerose / Face Au 36 [41085] ,-73.73895,45.609174,0,0,0
MARS1741085,41085,Bellerose / Face Au 36 [41085] ,-73.73895,45.609174,0,0,0
JANV1741086,41086,Bellerose / Des Laurentides [41086] ,-73.73721,45.610544,0,0,0
MARS1741086,41086,Bellerose / Des Laurentides [41086] ,-73.73721,45.610544,0,0,0
JANV1741087,41087,Bellerose / Des Laurentides [41087] ,-73.73698,45.610428,0,0,0
MARS1741087,41087,Bellerose / Des Laurentides [41087] ,-73.73698,45.610428,0,0,0
JANV1741088,41088,Bellerose / Face Au 39 [41088] ,-73.73907,45.609327,0,0,0
MARS1741088,41088,Bellerose / Face Au 39 [41088] ,-73.73907,45.609327,0,0,0
JANV1741089,41089,Bellerose / Marc [41089] ,-73.73278,45.612659,0,0,0
MARS1741089,41089,Bellerose / Marc [41089] ,-73.73278,45.612659,0,0,0
JANV1741090,41090,Bellerose / Rio [41090] ,-73.74093,45.608296,0,0,0
MARS1741090,41090,Bellerose / Rio [41090] ,-73.74093,45.608296,0,0,0
JANV1741091,41091,Bellerose / De Lorca [41091] ,-73.7303,45.614229,0,0,0
MARS1741091,41091,Bellerose / De Lorca [41091] ,-73.7303,45.614229,0,0,0
JANV1741092,41092,Bellerose / De Palerme [41092] ,-73.72781,45.615791,0,0,0
MARS1741092,41092,Bellerose / De Palerme [41092] ,-73.72781,45.615791,0,0,0
JANV1741093,41093,Bellerose / De Palerme [41093] ,-73.72794,45.615464,0,0,1
MARS1741093,41093,Bellerose / De Palerme [41093] ,-73.72794,45.615464,0,0,1
JANV17CP41094,41094,Bellerose / Des Laurentides [41094] ,-73.73556,45.611492,0,0,0
MARS17CP41094,41094,Bellerose / Des Laurentides [41094] ,-73.73556,45.611492,0,0,0
JANV1741095,41095,Bellerose / Du Rucher [41095] ,-73.72561,45.617703,0,0,1
MARS1741095,41095,Bellerose / Du Rucher [41095] ,-73.72561,45.617703,0,0,1
JANV1741096,41096,Bellerose / Marc [41096] ,-73.73277,45.612947,0,0,0
MARS1741096,41096,Bellerose / Marc [41096] ,-73.73277,45.612947,0,0,0
JANV1741097,41097,Bellerose / De Lorca [41097] ,-73.73038,45.61449,0,0,0
MARS1741097,41097,Bellerose / De Lorca [41097] ,-73.73038,45.61449,0,0,0
JANV1741098,41098,Bellerose / Du Rucher [41098] ,-73.72578,45.618018,0,0,0
MARS1741098,41098,Bellerose / Du Rucher [41098] ,-73.72578,45.618018,0,0,0
JANV1741099,41099,Bellerose / René-Laennec [41099] ,-73.72456,45.619343,0,0,0
MARS1741099,41099,Bellerose / René-Laennec [41099] ,-73.72456,45.619343,0,0,0
JANV1741101,41101,Belleville / Saint-Germain [41101] ,-73.6516,45.61114,0,0,1
MARS1741101,41101,Belleville / Saint-Germain [41101] ,-73.6516,45.61114,0,0,1
JANV1741102,41102,Belleville / Suzor-Côté [41102] ,-73.65366,45.613242,0,0,0
MARS1741102,41102,Belleville / Suzor-Côté [41102] ,-73.65366,45.613242,0,0,0
JANV1741104,41104,Belleville / Suzor-Côté [41104] ,-73.65401,45.613332,0,0,0
MARS1741104,41104,Belleville / Suzor-Côté [41104] ,-73.65401,45.613332,0,0,0
JANV1741105,41105,Belleville / Louis-Abel [41105] ,-73.64711,45.607326,0,0,0
MARS1741105,41105,Belleville / Louis-Abel [41105] ,-73.64711,45.607326,0,0,0
JANV1741106,41106,Belleville / Louis-Abel [41106] ,-73.64734,45.607303,0,0,0
MARS1741106,41106,Belleville / Louis-Abel [41106] ,-73.64734,45.607303,0,0,0
JANV1741107,41107,Belleville / Beausoleil [41107] ,-73.64912,45.609154,0,0,0
MARS1741107,41107,Belleville / Beausoleil [41107] ,-73.64912,45.609154,0,0,0
JANV1741108,41108,Belleville / Beausoleil [41108] ,-73.64948,45.609244,0,0,0
MARS1741108,41108,Belleville / Beausoleil [41108] ,-73.64948,45.609244,0,0,0
JANV1741109,41109,Belleville / Saint-Joseph [41109] ,-73.65032,45.610223,0,0,0
MARS1741109,41109,Belleville / Saint-Joseph [41109] ,-73.65032,45.610223,0,0,0
