stop_id,stop_code,stop_name,stop_lon,stop_lat,location_type,stop_display,wheelchair_boarding,stop_abribus
JUIN2342814,42814,Saint-Martin / Robinson,-73.76068377,45.55127543,0,0,1,0
JUIN2342815,42815,Saint-Martin / Hébert,-73.75740581,45.55267693,0,0,1,0
JUIN2342816,42816,Saint-Martin / Lapalme,-73.75423521,45.55411102,0,0,2,0
JUIN2342817,42817,Saint-Martin / Albert-Murphy,-73.75461339,45.55419559,0,0,1,0
JUIN2342818,42818,Saint-Martin / Lacroix,-73.75280992,45.5547485,0,0,1,0
JUIN23CP42819,42819,Saint-Martin / Montgolfier,-73.78872157,45.54169674,0,0,2,0
JUIN2342820,42820,Saint-Martin / Lacroix,-73.7525031,45.55515418,0,0,1,0
JUIN2342821,42821,Saint-Martin / Fafard,-73.77133627,45.54792124,0,0,1,0
JUIN2342822,42822,Saint-Martin / face au 3350,-73.74939643,45.55617774,0,0,1,0
JUIN2342823,42823,Saint-Martin / Montée Champagne,-73.79909581,45.53964541,0,0,1,1
JUIN2342825,42825,Saint-Martin / face au 3232,-73.74792625,45.55684699,0,0,1,1
JUIN2342826,42826,Saint-Martin / Daniel-Johnson,-73.74684167,45.557767,0,0,1,1
JUIN2342827,42827,Saint-Martin / Le Boutillier,-73.78642167,45.54269235,0,0,2,0
JUIN2342828,42828,Saint-Martin / Daniel-Johnson,-73.74415625,45.55879858,0,0,1,1
JUIN2342829,42829,Saint-Martin / Daniel-Johnson,-73.74487375,45.55884204,0,0,1,1
JUIN23CP42829,42829,Saint-Martin / Daniel-Johnson,-73.74487375,45.55884204,0,0,1,1
JUIN2342830,42830,Saint-Martin / face au 2900,-73.74229061,45.55984636,0,0,1,1
JUIN2342831,42831,Saint-Martin / face au 2929,-73.74224146,45.56033238,0,0,1,1
JUIN2342832,42832,Saint-Martin / Le Corbusier,-73.73331846,45.56469715,0,0,1,1
JUIN2342833,42833,Saint-Martin / Le Corbusier,-73.73355043,45.56502961,0,0,1,0
JUIN2342836,42836,Saint-Martin / face au 1454,-73.72461239,45.56944224,0,0,1,1
JUIN2342837,42837,Saint-Martin / Le Boutillier,-73.78643511,45.54281829,0,0,2,0
JUIN2342839,42839,Saint-Martin / McNamara,-73.72290029,45.5703689,0,0,2,1
JUIN2342840,42840,Saint-Martin / McNamara,-73.7227231,45.57091814,0,0,1,1
JUIN23CP42840,42840,Saint-Martin / McNamara,-73.7227231,45.57091814,0,0,1,1
JUIN2342841,42841,Saint-Martin / face au 1459,-73.72451285,45.56993382,0,0,1,0
JUIN23CP42842,42842,Saint-Martin / Laval,-73.72164761,45.5711002,0,0,1,1
JUIN23CP42843,42843,Saint-Martin / Industriel,-73.72075437,45.57201976,0,0,1,1
JUIN2342844,42844,Saint-Martin / viaduc C.P.,-73.71864229,45.57251873,0,0,1,1
JUIN2342845,42845,Saint-Martin / viaduc C.P.,-73.71885116,45.57283981,0,0,1,0
JUIN2342846,42846,voie de service Saint-Martin / Fleetwood,-73.71410335,45.57500186,0,0,1,0
JUIN2342847,42847,Saint-Martin / Fleetwood,-73.71443049,45.5749713,0,0,1,1
JUIN2342848,42848,Saint-Martin / face au 5184,-73.78522096,45.54328925,0,0,2,0
JUIN2342849,42849,Saint-Martin / de Sillery,-73.71471929,45.57524366,0,0,1,1
JUIN2342850,42850,Saint-Martin / Sun Valley,-73.71207232,45.57665235,0,0,1,1
JUIN2342851,42851,Saint-Martin / Sun Valley,-73.71216364,45.57708409,0,0,1,1
JUIN2342852,42852,Saint-Martin / de Bois-de-Boulogne,-73.7104626,45.57792408,0,0,1,1
JUIN2342853,42853,Saint-Martin / Vallières,-73.71046468,45.57848198,0,0,1,1
