route_id,service_id,trip_id,block_id,shape_id,trip_headsign
AOUT2012E,AOUT20DIM,AOUT2012E2D10716190517,D107,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D11417190519,D114,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D12021190527,D120,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D12219190523,D122,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D14320190525,D143,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D15922190529,D159,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D16523190531,D165,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D2009190503,D20,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D2014190513,D20,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D3410190505,D34,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D3908190501,D39,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D5111190507,D51,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D5615190515,D56,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D5712190509,D57,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D6618190521,D66,AOUT2012E,
AOUT2012E,AOUT20DIM,AOUT2012E2D9813190511,D98,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L10108310007,L101,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L11107050003,L111,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L12409200009,L124,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L13010200011,L130,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L13216000025,L132,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L15813000017,L158,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L17215150023,L172,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L22714300021,L227,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L23512100015,L235,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L23718350031,L237,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L27816450027,L278,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L29217350029,L292,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L30622350039,L306,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L31020350035,L310,AOUT2012E,
AOUT2012E,AOUT20SEM,AOUT2012E2L31023350041,L310,AOUT2012E,
