route_id,service_id,trip_id,block_id,shape_id,trip_headsign
JUIN2012E,JUIN20DIM,JUIN2012E2D112190509,D1,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D11419190523,D114,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D12223190531,D122,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D12617190519,D126,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D12816190517,D128,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D13622190529,D136,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D14120190525,D141,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D1709190503,D17,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D17321190527,D173,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D1810190505,D18,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D4713190511,D47,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D4808190501,D48,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D5811190507,D58,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D5814190513,D58,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D7815190515,D78,JUIN2012E,
JUIN2012E,JUIN20DIM,JUIN2012E2D8518190521,D85,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L10112100015,L101,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L10707050003,L107,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L11709200009,L117,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L12407450005,L124,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L12713450019,L127,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L14515150023,L145,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L15116000025,L151,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L16017360029,L160,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L18213000017,L182,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L18718390031,L187,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L19114300021,L191,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L21116460027,L211,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L21321350037,L213,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L23020350035,L230,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L23122350039,L231,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L27119350033,L271,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L3811200013,L38,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L4610200011,L46,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L506250001,L5,JUIN2012E,
JUIN2012E,JUIN20SEM,JUIN2012E2L9008300007,L90,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S10419190325,S104,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S10718200323,S107,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S109190305,S1,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S14623190333,S146,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S16120190327,S161,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S16522190331,S165,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S18421190329,S184,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S3607190301,S36,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S4914190315,S49,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S5908190303,S59,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S611190309,S6,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S6716190319,S67,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S6915190317,S69,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S7010190307,S70,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S8017180321,S80,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S913190313,S9,JUIN2012E,
JUIN2012E,JUIN20SAM,JUIN2012E2S9812190311,S98,JUIN2012E,
JUIN2012O,JUIN20DIM,JUIN2012O1D112240510,D1,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D11419240524,D114,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D12223240532,D122,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D12617240520,D126,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D12816240518,D128,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D13622240530,D136,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D14120240526,D141,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D1709240504,D17,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D17321240528,D173,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D1810240506,D18,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D4713240512,D47,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D4808240502,D48,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D5811240508,D58,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D5814240514,D58,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D7815240516,D78,JUIN2012O,
JUIN2012O,JUIN20DIM,JUIN2012O1D8518240522,D85,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L10112150016,L101,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L10707100004,L107,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L11709250010,L117,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L12407500006,L124,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L12713500020,L127,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L14515200024,L145,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L15116050026,L151,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L16017410030,L160,JUIN2012O,
JUIN2012O,JUIN20SEM,JUIN2012O1L18213050018,L182,JUIN2012O,
