route_id,service_id,trip_id,shape_id,wheelchair_accessible,trip_headsign
JANV2212E,JANV22DIM,JANV2212E2D11617210519,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D11822210529,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D13618210521,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D13716210517,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D16820210525,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D17019210523,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D17321210527,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D17323210531,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D1811210507,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D2110210505,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D2112210509,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D2309210503,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D2913210511,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D314210513,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D5308210501,JANV2212E,2,Pont-Viau
JANV2212E,JANV22DIM,JANV2212E2D5315210515,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L10007030003,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L11908300007,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L12015150023,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L12509200009,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L12514300021,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L17413450019,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L19017350029,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L20116000025,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L21307460005,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L23316450027,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L27619350033,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L27720350035,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L30422350039,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L3111200013,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L31221350037,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L33023350041,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L34718350031,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L5713000017,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L5910200011,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L6406270001,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SEM,JANV2212E2L8912100015,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S1011210309,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S11220210327,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S11319210325,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S12916210319,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S15322210331,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S16623210333,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S16721210329,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S2910210307,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S415210317,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S4607210301,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S4812210311,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S5308210303,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S609210305,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S614210315,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S6213210313,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S8018210323,JANV2212E,2,Pont-Viau
JANV2212E,JANV22SAM,JANV2212E2S8717210321,JANV2212E,2,Pont-Viau
JANV2212O,JANV22DIM,JANV2212O1D11617260520,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D11822260530,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D13618260522,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D13716260518,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D16820260526,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D17019260524,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D17321260528,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D17323260532,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D1811260508,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D2110260506,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D2112260510,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D2309260504,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D2913260512,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D314260514,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D5308260502,JANV2212O,2,Métro Cartier
JANV2212O,JANV22DIM,JANV2212O1D5315260516,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L10007080004,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L11908350008,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L12015200024,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L12509250010,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L12514350022,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L17413500020,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L19017400030,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L20116050026,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L21307510006,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L23316500028,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L27619390034,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L27720390036,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L30422390040,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L3111250014,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L31221390038,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L33023390042,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L34718390032,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L5713050018,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L5910250012,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L6406320002,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SEM,JANV2212O1L8912150016,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S1011260310,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S11220260328,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S11319260326,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S12916260320,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S15322260332,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S16623260334,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S16721260330,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S2910260308,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S415260318,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S4607260302,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S4812260312,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S5308260304,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S609260306,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S614260316,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S6213260314,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S8018260324,JANV2212O,2,Métro Cartier
JANV2212O,JANV22SAM,JANV2212O1S8717260322,JANV2212O,2,Métro Cartier
JANV22144E,JANV22DIM,JANV22144E2D10014190526,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D10112490520,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D10519470544,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D10714490528,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D10920460546,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D11816190534,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D11922450550,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D13817190538,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D14021460548,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D16423450552,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D16518480542,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D213190522,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D2506450502,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D3311190514,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D3607150504,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D3611490516,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D4515490532,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D5508150506,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D6109160508,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D6112190518,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D8117490540,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D8716490536,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D9110490512,JANV22144E,2,Métro Côte-Vertu
JANV22144E,JANV22DIM,JANV22144E2D9210180510,JANV22144E,2,Métro Côte-Vertu
