route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_headsign,route_color,route_text_color
JANV2212E,STL,12,Pont-Viau,3,https://www.stlaval.ca/reseau/horaires-autobus/route/12E,PONT-VIAU,151f6d,FFFFFF
JANV2212O,STL,12,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/12O,CARTIER,151f6d,FFFFFF
JANV22144E,STL,144,Métro Côte-Vertu,3,https://www.stlaval.ca/reseau/horaires-autobus/route/144E,COTE-VERTU,151f6d,FFFFFF
JANV22144O,STL,144,Sainte-Dorothée,3,https://www.stlaval.ca/reseau/horaires-autobus/route/144O,STEDOROTHEE,151f6d,FFFFFF
JANV22151N,STL,151,Sainte-Rose,3,https://www.stlaval.ca/reseau/horaires-autobus/route/151N,STE-ROSE,151f6d,FFFFFF
JANV22151S,STL,151,Métro Côte-Vertu,3,https://www.stlaval.ca/reseau/horaires-autobus/route/151S,COTE-VERTU,151f6d,FFFFFF
JANV2217N,STL,17,Auteuil,3,https://www.stlaval.ca/reseau/horaires-autobus/route/17N,AUTEUIL,151f6d,FFFFFF
JANV2217S,STL,17,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/17S,CARTIER,151f6d,FFFFFF
JANV222E,STL,2,Métro Henri-Bourassa,3,https://www.stlaval.ca/reseau/horaires-autobus/route/2E,H-BOURASSA,151f6d,FFFFFF
JANV222O,STL,2,Métro Montmorency,3,https://www.stlaval.ca/reseau/horaires-autobus/route/2O,MONTMORENCY,151f6d,FFFFFF
JANV2220E,STL,20,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/20E,CARTIER,151f6d,FFFFFF
JANV2220O,STL,20,Chomedey,3,https://www.stlaval.ca/reseau/horaires-autobus/route/20O,CHOMEDEY,151f6d,FFFFFF
JANV2222E,STL,22,Saint-François,3,https://www.stlaval.ca/reseau/horaires-autobus/route/22E,ST-FRANCOIS,151f6d,FFFFFF
JANV2222O,STL,22,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/22O,CARTIER,151f6d,FFFFFF
JANV22222E,STL,222,Saint-Vincent-De-Paul,3,https://www.stlaval.ca/reseau/horaires-autobus/route/222E,ST-VCT-PAUL,151f6d,FFFFFF
JANV22222O,STL,222,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/222O,CARTIER,151f6d,FFFFFF
JANV2224E,STL,24,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/24E,CARTIER,151f6d,FFFFFF
JANV2224O,STL,24,Sainte-Dorothée,3,https://www.stlaval.ca/reseau/horaires-autobus/route/24O,STEDOROTHEE,151f6d,FFFFFF
JANV22252E,STL,252,Saint-François,3,https://www.stlaval.ca/reseau/horaires-autobus/route/252E,ST-FRANCOIS,151f6d,FFFFFF
JANV22252O,STL,252,Métro Henri-Bourassa,3,https://www.stlaval.ca/reseau/horaires-autobus/route/252O,H-BOURASSA,151f6d,FFFFFF
JANV2226E,STL,26,Métro Montmorency,3,https://www.stlaval.ca/reseau/horaires-autobus/route/26E,MONTMORENCY,151f6d,FFFFFF
JANV2226O,STL,26,Gare Sainte-Dorothée,3,https://www.stlaval.ca/reseau/horaires-autobus/route/26O,STEDOROTHEE,151f6d,FFFFFF
JANV2227N,STL,27,Gare Vimont,3,https://www.stlaval.ca/reseau/horaires-autobus/route/27N,GARE VIMONT,151f6d,FFFFFF
JANV2227S,STL,27,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/27S,CARTIER,151f6d,FFFFFF
JANV2231N,STL,31,Auteuil,3,https://www.stlaval.ca/reseau/horaires-autobus/route/31N,AUTEUIL,151f6d,FFFFFF
JANV2231S,STL,31,Métro Henri-Bourassa,3,https://www.stlaval.ca/reseau/horaires-autobus/route/31S,H-BOURASSA,151f6d,FFFFFF
JANV22313N,STL,313,Chomedey,3,https://www.stlaval.ca/reseau/horaires-autobus/route/313N,CHOMEDEY,151f6d,FFFFFF
JANV22313S,STL,313,Métro Côte-Vertu,3,https://www.stlaval.ca/reseau/horaires-autobus/route/313S,COTE-VERTU,151f6d,FFFFFF
JANV2233N,STL,33,Métro Montmorency,3,https://www.stlaval.ca/reseau/horaires-autobus/route/33N,MONTMORENCY,151f6d,FFFFFF
JANV2233S,STL,33,Métro Cartier,3,https://www.stlaval.ca/reseau/horaires-autobus/route/33S,CARTIER,151f6d,FFFFFF
