route_id,agency_id,route_short_name,route_long_name,route_type,route_url,route_headsign,route_color,route_text_color
AOUT2312E,STL,12,Pont-Viau,3,https://stlaval.ca/reseau/horaires-autobus/route/12E,PONT-VIAU,151f6d,FFFFFF
AOUT2312O,STL,12,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/12O,CARTIER,151f6d,FFFFFF
AOUT23144E,STL,144,Métro Côte-Vertu,3,https://stlaval.ca/reseau/horaires-autobus/route/144E,COTE-VERTU,151f6d,FFFFFF
AOUT23144O,STL,144,Sainte-Dorothée,3,https://stlaval.ca/reseau/horaires-autobus/route/144O,STEDOROTHEE,151f6d,FFFFFF
AOUT23151N,STL,151,Sainte-Rose,3,https://stlaval.ca/reseau/horaires-autobus/route/151N,STE-ROSE,151f6d,FFFFFF
AOUT23151S,STL,151,Métro Côte-Vertu,3,https://stlaval.ca/reseau/horaires-autobus/route/151S,COTE-VERTU,151f6d,FFFFFF
AOUT2316E,STL,16,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/16E,MONTMORENCY,151f6d,FFFFFF
AOUT2316O,STL,16,Laval-des-Rapides / Armand-Frappier,3,https://stlaval.ca/reseau/horaires-autobus/route/16O,LAV.RAPIDES,151f6d,FFFFFF
AOUT2317N,STL,17,Auteuil,3,https://stlaval.ca/reseau/horaires-autobus/route/17N,AUTEUIL,151f6d,FFFFFF
AOUT2317S,STL,17,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/17S,CARTIER,151f6d,FFFFFF
AOUT232E,STL,2,Métro Henri-Bourassa,3,https://stlaval.ca/reseau/horaires-autobus/route/2E,H-BOURASSA,151f6d,FFFFFF
AOUT232O,STL,2,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/2O,MONTMORENCY,151f6d,FFFFFF
AOUT2320E,STL,20,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/20E,CARTIER,151f6d,FFFFFF
AOUT2320O,STL,20,Chomedey,3,https://stlaval.ca/reseau/horaires-autobus/route/20O,CHOMEDEY,151f6d,FFFFFF
AOUT2322E,STL,22,Saint-François,3,https://stlaval.ca/reseau/horaires-autobus/route/22E,ST-FRANCOIS,151f6d,FFFFFF
AOUT2322O,STL,22,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/22O,CARTIER,151f6d,FFFFFF
AOUT23222E,STL,222,Saint-Vincent-De-Paul,3,https://stlaval.ca/reseau/horaires-autobus/route/222E,ST-VCT-PAUL,151f6d,FFFFFF
AOUT23222O,STL,222,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/222O,CARTIER,151f6d,FFFFFF
AOUT2324E,STL,24,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/24E,CARTIER,151f6d,FFFFFF
AOUT2324O,STL,24,Sainte-Dorothée,3,https://stlaval.ca/reseau/horaires-autobus/route/24O,STEDOROTHEE,151f6d,FFFFFF
AOUT23252E,STL,252,Saint-François,3,https://stlaval.ca/reseau/horaires-autobus/route/252E,ST-FRANCOIS,151f6d,FFFFFF
AOUT23252O,STL,252,Métro Henri-Bourassa,3,https://stlaval.ca/reseau/horaires-autobus/route/252O,H-BOURASSA,151f6d,FFFFFF
AOUT2326E,STL,26,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/26E,MONTMORENCY,151f6d,FFFFFF
AOUT2326O,STL,26,Gare Sainte-Dorothée,3,https://stlaval.ca/reseau/horaires-autobus/route/26O,STEDOROTHEE,151f6d,FFFFFF
AOUT2327N,STL,27,Gare Vimont,3,https://stlaval.ca/reseau/horaires-autobus/route/27N,GARE VIMONT,151f6d,FFFFFF
AOUT2327S,STL,27,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/27S,CARTIER,151f6d,FFFFFF
AOUT2331N,STL,31,Auteuil,3,https://stlaval.ca/reseau/horaires-autobus/route/31N,AUTEUIL,151f6d,FFFFFF
AOUT2331S,STL,31,Métro Henri-Bourassa,3,https://stlaval.ca/reseau/horaires-autobus/route/31S,H-BOURASSA,151f6d,FFFFFF
AOUT23313N,STL,313,Chomedey,3,https://stlaval.ca/reseau/horaires-autobus/route/313N,CHOMEDEY,151f6d,FFFFFF
AOUT23313S,STL,313,Métro Côte-Vertu,3,https://stlaval.ca/reseau/horaires-autobus/route/313S,COTE-VERTU,151f6d,FFFFFF
AOUT2333N,STL,33,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/33N,MONTMORENCY,151f6d,FFFFFF
AOUT2333S,STL,33,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/33S,CARTIER,151f6d,FFFFFF
AOUT23345N,STL,345,Gare Vimont,3,https://stlaval.ca/reseau/horaires-autobus/route/345N,GARE VIMONT,151f6d,FFFFFF
AOUT23345S,STL,345,Métro Henri-Bourassa,3,https://stlaval.ca/reseau/horaires-autobus/route/345S,H-BOURASSA,151f6d,FFFFFF
AOUT2336E,STL,36,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/36E,MONTMORENCY,151f6d,FFFFFF
AOUT2336O,STL,36,Chomedey,3,https://stlaval.ca/reseau/horaires-autobus/route/36O,CHOMEDEY,151f6d,FFFFFF
AOUT23360N,STL,360,Chomedey,3,https://stlaval.ca/reseau/horaires-autobus/route/360N,CHOMEDEY,151f6d,FFFFFF
AOUT2337N,STL,37,Sainte-Rose,3,https://stlaval.ca/reseau/horaires-autobus/route/37N,STE-ROSE,151f6d,FFFFFF
AOUT2337S,STL,37,Métro Cartier,3,https://stlaval.ca/reseau/horaires-autobus/route/37S,CARTIER,151f6d,FFFFFF
AOUT2339N,STL,39,Auteuil,3,https://stlaval.ca/reseau/horaires-autobus/route/39N,AUTEUIL,151f6d,FFFFFF
AOUT2339S,STL,39,Terminus Le Carrefour,3,https://stlaval.ca/reseau/horaires-autobus/route/39S,CARREFOUR,151f6d,FFFFFF
AOUT2340E,STL,40,Métro Montmorency,3,https://stlaval.ca/reseau/horaires-autobus/route/40E,MONTMORENCY,151f6d,FFFFFF
